id,updated_at,order
5c1049e9-16f9-451b-8a28-1bea943b5348,2025-01-20 15:23:12.117+00,"[""Zuivel"",""Groenten"",""Fruit"",""Vlees"",""Vis"",""Kruiden"",""Aziatisch"",""Snacks"",""Beleg"",""Diepvries"",""Conserven"",""Sauzen"",""Pasta"",""Ontbijt"",""Snoep"",""Chips"",""Bakkerij"",""Eieren"",""Overig"",""Huishoudartikelen"",""Dranken"",""Granen""]"
