id,created_at,user_id,date,is_present
bc49f3d3-ad2b-430c-b682-6b639ba84a1b,2024-11-21 14:58:29.07304+00,818241c5-63b2-41de-9a46-8291bb23296d,2024-11-22,true
c3ee2d3c-1b0a-42c5-9181-64f247a2c863,2024-11-21 14:58:30.033609+00,818241c5-63b2-41de-9a46-8291bb23296d,2024-11-23,true
